date,startup,vertical,subvertical,city,investors,round,amount,month,year
2015-09-01,TOFlo,fintech startup incubation platform,,Mumbai,Tania Johny Palathinkal,Seed Funding,0.1,9,2015
2015-09-01,Stylecracker,personalized styling platform,,Mumbai,Group of HNI investors,Private Equity,1.0,9,2015
2015-09-01,Luxuryhues,luxury goods\\xc2\\xa0 shopping platform,,Gurgaon,Reliance Capital,Private Equity,0.9,9,2015
2015-09-02,Zivame,online lingerie marketplace,,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,40.0,9,2015
2015-09-02,Capillary Tech,cloud software solutions,,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,45.0,9,2015
2015-09-03,Jobspire,job search platform,,Bangalore,Purvi Capital,Seed Funding,0.26,9,2015
2015-09-03,Vistaar Finance,small business financing (nbfc),,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,40.0,9,2015
2015-09-04,Clapsnslaps,online movie review platform,,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,0.15,9,2015
2015-09-04,Blubox,ecommerce brands\\xe2\\x80\\x99 full service agency,,Mumbai,Ashish Jhalani,Seed Funding,0.1,9,2015
2015-09-04,RoomCentral,cloudbased hotel booking platform,,Bangalore,Karanpal Singh,Seed Funding,2.0,9,2015
2015-09-07,YouthKiAwaaz,community driven newsviews platform,,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,0.6,9,2015
2015-09-07,Prozo,study material marketplace,,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,0.205,9,2015
2015-09-07,Zomato,restaurant ratings  reviews platform,,Gurgaon,"Temasek, Vy Capital",Private Equity,60.0,9,2015
2015-09-07,Sahayog Dairy,dairy based product manufacturer,,Bhopal,Acumen Fund,Private Equity,1.8,9,2015
2015-09-08,MockBank,government test preparation platform,,Bangalore,Blume Ventures,Seed Funding,0.4,9,2015
2015-09-10,OnlineTyari,multilingual test preparation platform,,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,0.77,9,2015
2015-09-10,IndustryBuying,industrial tools marketplace,,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,9.2,9,2015
2015-09-10,The/Nudge Foundation,non profit organization to alleviate poverty,,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,0.315,9,2015
2015-09-11,FitMeIn,gym  fitness studios subscription platform,,New Delhi,Green House Ventures,Seed Funding,0.1,9,2015
2015-09-11,Zapyle,preused apparel shopping mobile app,,Bangalore,Undisclosed,Seed Funding,1.0,9,2015
2015-09-12,CredR,used vehicles marketplace,,Mumbai,Eight Road Ventures,Private Equity,15.0,9,2015
2015-09-14,CanvasFlip,mobile app testing platform,,Hyderabad,Bessemer Venture Partners,Seed Funding,1.2,9,2015
2015-09-14,Shadowfax,hyperlocal delivery services,,Gurgaon,Eight Roads Ventures,Private Equity,9.0,9,2015
2015-09-14,UE Life Sciences,early cancer detection solutions,,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,3.0,9,2015
2015-09-14,Ola Cabs,cab rental mobile app,,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,225.0,9,2015
2015-09-15,Coverfox,online insurance distribution platform,,Mumbai,Cataraman Ventures,Private Equity,2.0,9,2015
2015-09-15,MoEngage,mobile marketing automation platform,,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,4.25,9,2015
2015-09-15,Tea Trails,chain of tea caf\\xc3\\xa9\\xe2\\x80\\x99s,,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,1.0,9,2015
2015-09-15,Room on Call,branded budget hotel marketplace,,Noida,Payal Syal,Seed Funding,0.3,9,2015
2015-09-16,ChaiPoint,food subscription platform,,Bangalore,Eight Roads Ventures,Private Equity,10.0,9,2015
2015-09-16,WedmeGood.com,wedding planning platform,,Gurgaon,Indian Angel Network,Seed Funding,0.41,9,2015
2015-09-16,XSTOK,b2b mobile auction marketplace,,Mumbai,Oliphans Capital,Seed Funding,0.45,9,2015
2015-09-17,YepMe,private label fashion etailer,,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,75.0,9,2015
2015-09-17,Bueno,online food ordering  delivery,,Gurgaon,High Networth Individuals (No details),Seed Funding,0.6,9,2015
2015-09-18,Plabro,real estate broker platform app,,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,0.35,9,2015
2015-09-18,CureJoy,online health  wellness platform,,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,1.15,9,2015
2015-09-18,Briston Technomach,internet of things platform,,New Delhi,Undisclosed,Seed Funding,0.15,9,2015
2015-09-18,LabStreet,diagnostic labs aggregator platform,,Gurgaon,Multiple investors,Seed Funding,0.15,9,2015
2015-09-21,Portea Medical,home medical care services,,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,37.5,9,2015
2015-09-21,Neotrade Analytics,realtime stock data platform,,Bangalore,Rainmatter,Seed Funding,0.235,9,2015
2015-09-21,LafaLafa,coupons and cashback aggregator app,,Mumbai,500 Startups,Seed Funding,0.125,9,2015
2015-09-22,Bestdealfinance,financial services portal,,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,3.0,9,2015
2015-09-22,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",,Bangalore,Swarnim Multiventures,Private Equity,0.8,9,2015
2015-09-22,Furdo,online interior designing platform,,Bangalore,Bhavdeep Reddy,Seed Funding,0.4,9,2015
2015-09-22,LogiNext,endtoend logistics platform,,Mumbai,Paytm,Private Equity,10.0,9,2015
2015-09-22,Korra,private label apparel sales,,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,0.3,9,2015
2015-09-23,SilverPush,crossdevice retargeting platform,,Gurgaon / SFO,M&S Partners,Private Equity,1.2,9,2015
2015-09-23,Juggernaut,digital  physical publishing platform,,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,2.25,9,2015
2015-09-23,InnerChef,food delivery platform,,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,1.75,9,2015
2015-09-24,Quintype,data driven publishing platform,,Bangalore,Raghav Bahl,Private Equity,3.3,9,2015
2015-09-24,Capabiliti,employee onboarding  orientation platform,,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,0.4,9,2015
2015-09-24,Fourth Partner Energy,solar power solutions company,,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,2.0,9,2015
2015-09-24,Licious,online meat ordering platform,,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,1.0,9,2015
2015-09-28,Ola Cabs,cab booking app platform,,Bangalore,Didi Kuaidi,Private Equity,30.0,9,2015
2015-09-29,Paytm,ecommerce  mcommerce platform,,New Delhi,"Alibaba Group, Ant Financial",Private Equity,680.0,9,2015
2015-09-29,Inmobi,mobile advertising platform,,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,100.0,9,2015
2015-09-29,Peppertap,hyperlocal grocery delivery,,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,36.0,9,2015
2015-09-29,Zakoopi,fashion discovery platform,,New Delhi,Uniqorn Ventures,Seed Funding,0.35,9,2015
2015-09-30,Infoworks,big data management platform,,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,5.0,9,2015
2015-09-30,RedDoorz,budget accommodation platform,,Noida,Jungle Ventures,Seed Funding,1.0,9,2015
2015-09-30,Eywa Media,digital signal processing platform,,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,1.0,9,2015
2015-08-01,Snapdeal,ecommerce marketplace,,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,500.0,8,2015
2015-08-01,Ressy,restaurant discount app,,Pune,Mohandas Pai & others,Seed Funding,0.4,8,2015
2015-08-03,Connect India,ecommerce logistics provider,,New Delhi,Aavishkaar,Private Equity,5.0,8,2015
2015-08-03,Oyorooms,budget hotel accommodation brand,,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,100.0,8,2015
2015-08-03,Wizrocket,user engagment  analytics platform,,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,9.6,8,2015
2015-08-04,Pickingo,ondemand delivery logistics,,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,1.3,8,2015
2015-08-05,Grex,fund raising platform for startups,,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,0.65,8,2015
2015-08-05,LetsTransport,logistics tech platform,,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1.3,8,2015
2015-08-05,Zo Rooms,online budget hotel chain,,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30.0,8,2015
2015-08-05,Doormint,hyperlocal handyman services,,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3.0,8,2015
2015-08-05,NightStay,hotel booking app,,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,0.5,8,2015
2015-08-05,Sunday Realty Solutions,tech platform for property brokers,,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,0.785,8,2015
2015-08-06,Appvigil,app security\\xc2\\xa0 testing platform,,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,0.5,8,2015
2015-08-06,practo,doctor appointment booking app,,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90.0,8,2015
2015-08-06,Ketto,crowd funding platform,,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,0.7,8,2015
2015-08-06,Ezetap,mobile based pos solution,,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25.0,8,2015
2015-08-07,Carl\\xe2\\x80\\x99s Jr,fast food chain franchisee,,Gurgaon,YouWeCan Ventures,Seed Funding,0.63,8,2015
2015-08-07,EasyRewardz,loyalty programs  reward points,,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,0.5,8,2015
2015-08-10,MyTaxiIndia,taxi rental platform,,Gurgaon,"Nihon Kotsu,",Private Equity,0.5,8,2015
2015-08-10,eSadar,ecommerce,,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,0.08,8,2015
2015-08-10,MyPoolin,mobile social network,,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,0.25,8,2015
2015-08-10,NearBuy (previously\\xc2\\xa0 groupon India),hyperlocal ecommerce,,New Delhi,Sequoia Capital,Private Equity,16.0,8,2015
2015-08-10,Inkmonk,online printing marketplace,,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,0.25,8,2015
2015-08-10,ToneTag,mobile payment software platform,,Bangalore,Reliance Capital Venture,Private Equity,1.0,8,2015
2015-08-10,Grey Orange,automated storage  warehousing solution,,Gurgaon,Tiger Global Management,Private Equity,30.0,8,2015
2015-08-11,Livspace,home design  d\\xc3\\xa9cor solutions,,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8.0,8,2015
2015-08-11,WOW! MOMO,quick service restaurant chain,,Kolkata,Indian Angel Network,Seed Funding,1.6,8,2015
2015-08-11,RainCan,subscription based online grocery platform,,Pune,Ajeet Khurana & Others,Seed Funding,0.1,8,2015
2015-08-11,Allygrow Technologies,engineering services company,,Mumbai,Zodius Technology Fund,Private Equity,20.0,8,2015
2015-08-11,Infogain,business and it consulting,,New Delhi / US,ChrysCapital,Private Equity,63.0,8,2015
2015-08-12,OneAssist,credit card fraud protection solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7.5,8,2015
2015-08-12,BigBasket,online  mobile grocery store,,Bangalore,Bessemer Venture Partners,Private Equity,50.0,8,2015
2015-08-12,Sheroes,career community for women,,Noida,"Quintillion Media, 500 Startups",Seed Funding,0.77,8,2015
2015-08-12,Scripbox,mutual fund investing platform,,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2.5,8,2015
2015-08-13,etaout,ecommerce marketing software platform,,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,0.5,8,2015
2015-08-13,IFMR Holdings,financial inclusion platform,,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25.0,8,2015
2015-08-13,Agrostar,mobile commerce for farmers,,Pune,IDG Ventures,Private Equity,4.0,8,2015
2015-08-14,VoxWeb,picture based social app,,Mumbai,Jitendra Gupta & others,Seed Funding,0.1,8,2015
2015-08-14,Trukky,logistics service platform,,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,0.245,8,2015
2015-08-17,Edu4Share,exam preparation platform,,New Delhi,Nalin Jain & other angel investors,Seed Funding,0.22,8,2015
2015-08-17,Sampurnearth,waste management solutions,,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,0.16,8,2015
2015-08-17,ShadowFax,ondemand delivery service,,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,0.31,8,2015
2015-08-18,Roposo,fashion discovery platform,,Gurgaon,Tiger Global,Private Equity,15.0,8,2015
2015-08-18,IntelligenceNODE,data analytics platform,,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,4.2,8,2015
2015-08-18,HyperVerge,deep learning cloud algorithms,,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,1.0,8,2015
2015-08-18,Zoojoo.be,corporate wellness app,,Bangalore,RoundGlass Partners,Private Equity,1.0,8,2015
2015-08-19,TimeSaverz,"hyperlocal maintenance, repair  cleaning services",,Mumbai,Unilazer Ventures,Private Equity,2.4,8,2015
2015-08-19,MebelKart,online furniture marketplace,,Bangalore,AskMe,Private Equity,20.0,8,2015
2015-08-20,LabsAdvisor,online diagnostic tests marketplace,,New Delhi,Group of Angel Investors,Seed Funding,0.156,8,2015
2015-08-20,Flatpebble,online marketplace for photographers,,Hyderabad,Indian Angel Network,Seed Funding,0.6,8,2015
2015-08-20,Bluegape.com,visual blogging platform,,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,0.6,8,2015
2015-08-21,ePoise,job search platform,,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,0.5,8,2015
2015-08-24,Jolly Food Fellow,food customer analytics platform,,Ahmedabad,The 1947,Seed Funding,0.3,8,2015
2015-08-24,BookMeIn,professional service appointment booking service,,Mumbai,Ajmera Group of Companies,Seed Funding,0.4,8,2015
2015-08-25,Qyk App,ondemand app based professional service provider,,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1.0,8,2015
2015-08-25,EazyDiner,restaurant reservation platform,,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,3.0,8,2015
2015-08-25,RevX,crosschannel crm platform,,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4.0,8,2015
2015-08-25,ICustomMadeIt,professional custom creators marketplace,,Pune,Group of Angel Investors,Seed Funding,0.25,8,2015
2015-08-26,PickMyLaundry,ondemand washing  drycleaning,,New Delhi,GHV Accelerator,Seed Funding,0.1,8,2015
2015-08-26,Belita,ondemand beauty service,,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,0.4,8,2015
2015-08-26,FoodTalkIndia,online food community platform,,Gurgaon,Undisclosed Investor,Seed Funding,0.5,8,2015
2015-08-28,Vyomo,beauty  lifestyle mobile marketplace,,Bangalore,Rocket Internet,Private Equity,2.0,8,2015
2015-08-28,RollMafia,qsr restaurant chain,,Pune,Equentia Natural Resources,Seed Funding,0.16,8,2015
2015-08-31,DropKaffe,online coffee delivery platform,,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,0.3,8,2015
2015-08-31,Reverie,language localization cloud platform,,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4.0,8,2015
2015-07-01,Cloudcherry Analytics,crm  analytics platform,,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,1.0,7,2015
2015-07-01,HandyHome,hyperlocal electronics repair service,,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,0.63,7,2015
2015-07-01,NxtGen,it infrastructure  data center services,,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,13.5,7,2015
2015-07-02,BankBazaar,online financial services,,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,60.0,7,2015
2015-07-02,Gozoomo,used car marketplace,,Bangalore,SAIF Partners,Private Equity,5.0,7,2015
2015-07-02,Zenatix,internet of things platform,,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,0.161,7,2015
2015-07-03,CultureAlley,language learning app,,Jaipur,Tiger Global,Private Equity,6.5,7,2015
2015-07-03,Gingercrush,custom merchandize platform,,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,1.0,7,2015
2015-07-04,Stitchwood,custom furniture marketplace,,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,0.395,7,2015
2015-07-06,Paper Boat,ethnic beverages manufacturer,,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,30.0,7,2015
2015-07-07,Wudstay,budget accommodation aggregator,,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3.0,7,2015
2015-07-07,Liases Foras,real estate rating  analysis,,New Delhi,DMG information Asia Pacific,Private Equity,5.0,7,2015
2015-07-08,Saavn,music streaming app,,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100.0,7,2015
2015-07-08,Flytxt,big data  analytics platform,,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,11.0,7,2015
2015-07-08,Axtria,big data  analytics platform,,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30.0,7,2015
2015-07-08,33Coupons,coupon aggregator platform,,Kanpur,Not Disclosed,Seed Funding,0.02,7,2015
2015-07-08,Hopping Chef,online foodtech platform,,Mumbai,Mirah Hospitality,Seed Funding,0.47,7,2015
2015-07-08,Collectabillia,celebrity fashion brand,,Bangalore,Accel Partners,Private Equity,7.5,7,2015
2015-07-08,Lendingkart,online finance lending platform,,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10.0,7,2015
2015-07-08,Lybrate,healthcare mobile app,,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10.2,7,2015
